company_name,pt_seafood_database_id,country_hq,main_segment,seg_feed,seg_fishing,seg_aquaculture,seg_processing,seg_wholesale,seg_retail,seg_foodservice,description,website,species_disclosure,revenue_usd_mn,market_cap_usd_mn,ebit_margin,return_on_equity,sustainability_assessment_cat1_transparency_score,sustainability_assessment_cat2_ocean_health_score,sustainability_assessment_cat3_management_governance_score,sustainability_assessment_cat4_fishing_practices_score,sustainability_assessment_cat5_compliance_enforcement_score,sustainability_assessment_cat6_stock_sustainability_score,reporting_precision,n_distinct_countries,n_distinct_species,species_clean,regions,enterprise_value_usd_mn,net_debt_ebitda
NUTRECO NV,ID_165,Netherlands,Feed,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Nutreco specializes in the production of animal nutrition, aquaculture feed, and processed meat products.",http://www.nutreco.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,3,2,3,0,2,3,0.36904322240084564,2,5,"Cichlidae, Penaeidae, Salmo Salar","Ecuador, Honduras, And Peru; Norway",,-0.8335423197492162
OCEAN BEAUTY SEAFOODS,ID_166,United States of America,Wholesale/Distribution,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Ocean Beauty Seafoods is a processor, marketer, and distributor of seafood products, including smoked, canned, commodity, and value-added seafood like various salmon products, shrimp, sea scallops, Alaska cod, and canned crabs. The company operates in the US and Japan.",oceanbeauty.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,1,2,1,2,3,0.8117124673368027,12,54,"Alaska Cod, Alaska Flatfish, Alaska Halibut, Alaska Sablefish, American/Maine/Canadian Lobster, Atlantic Salmon, Bairdi Crab, Black Tiger Prawn, Butter Sole, Calamari, Cichlidae, Clam, Coho Salmon, Coho/Silver Salmon, Flathead Sole, Groundfish, Halibut, Keta/Dog/Chum Salmon, King Crab, King/Chinook Salmon, Lingcod, Lobsters, Loligo Squid, Mahi, Manilla Clams, Mussel, Oysters, Pacific Cod, Pacific Ocean Perch, Petrale Sole, Pink/Humpie/Humpback Salmon, Rex Sole, Rock Prawn, Rock Sole, Rock/Spiny/Red/Warmwater/Coldwater Lobster, Rockfish, Scallops, Scottish Atlantic Salmon, Sea/Bay Scallops, Seabass, Shortraker, Shrimp, Snow Crab, Sockeye/Red/Blueback Salmon, Spot/California/Stripe Prawn, Squid, Swordfish, Tilapia, Wild Alaska Pollock, Wild Sockeye Salmon, Yelloweye, Yellowfin Tuna","Alaska, Usa; Idaho; Japan; Montana; Nevada; Oklahoma; Oregon; Texas; Utah; Washington; Western Usa; Wyoming",,
OCEAN HARVEST TECHNOLOGY,ID_167,Ireland,Feed,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Ocean Harvest Technology is a UK-based company that processes globally-sourced seaweed species into nutritional food products for animals and fish.,oceanharvesttechnology.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,3.641329968,5.579298068,,-107.8269051,1,2,2,1,1,2,0.3623521701853047,7,9,"Pangasius Catfish, Penaeidae, Salmo, Salmon, Seaweed, Shrimp, Ulva, Ulva Lactuca","Asia; Ireland; North Atlantic; Southeast Asia; United Kingdom; United Kingdom, Vietnam, Ireland; Vietnam",12.161071484414064,1.0773646265882224
OCEANA GROUP LIMITED,ID_168,South Africa,Integrated,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Oceana Group is a South African fishing company involved in the fishing, processing, and global distribution of canned fish, fish oil, and fish meal to 41 countries.",http://www.oceana.co.za,Planet Tracker found species disclosure for part of the seafood portfolio of this company,542.6142274,353.8214303,15.79365886,14.0145113,2,2,3,1,1,2,0.46790206163897163,8,14,"Anchovy, Brevoortia Patronus, Gulf Menhaden, Hake, Lobster, Loligo Reynaudii, Merluccius, Palinuridae, Pilchard, Sardinops Sagax, Squid, Trachurus","Europe; Europe, United Kingdom, Australia, Namibia; Namibia; South Africa; Southern African Development Community (Sadc) Region; Usa (Gulf Of Mexico); Usa, Hong Kong, Japan; West Africa, Southern Africa, Central Africa",651.578506891049,1.5831206035760712
OKEANRYBFLOT,ID_169,Russian Federation,Fishing,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Okeanrybflot is a company specializing in wild-catch fishing within Eastern Russian waters, focusing on the harvest of Alaska pollock and other marine species.",okeanrybflot.ru,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,1,2,1,1,2,0.5447219891421679,4,11,"Char Fish, Clupea Pallasii, Cod, Gadus Chalcogrammus, Herring Fish, Ommastrephidae, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Salmon, Squid","Belarus, China, Cote D'ivoire, Denmark, France, Germany, Ghana, Japan, Kazakhstan, Lithuania, Netherlands, Nigeria, Poland, Russia, Singapore, South Korea, Thailand, United Kingdom, United States, Vietnam; Kamchatka; Okhotsk Sea, Bering Sea (Fao 61); Russia",,
BAIYANG INVESTMENT GROUP INC,ID_17,China,Integrated,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Baiyang is a China-based, integrated seafood company involved in fishing, farming, processing, feed production, and global distribution of species including tilapia, shrimp, and grass carp.",http://www.baiyang.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,421.6329217,,-0.847199616,-1.117462083,1,1,1,1,2,1,0.0679641449589414,2,4,"Cichlidae, Oreochromis, Shrimp, Tilapia","China (Specifically In Guangxi, Guangdong, And Hainan Provinces); United States, European Union, Middle East, Latin America, Russia, Mexico, Canada",259.2546219573795,2.1748826147077436
OLD CHANG KEE LTD,ID_170,Singapore,Foodservice,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Old Chang Kee Ltd. is a Singaporean food company specializing in the production and retail of various food items, most notably its signature curry puffs, alongside other seafood, chicken, traditional foods, and desserts.",http://oldchangkee.listedcompany.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,75.55042782,6.740392439,10.72380217,21.68588219,1,1,2,1,1,1,0.04061608877033829,2,3,"Crab, Prawn, Sotong",Malaysia; Singapore,47.74814989896986,-0.7898627675216466
OMARSA,ID_171,China,Fishing,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Omarsa is an Ecuadorian, vertically integrated company specializing in the full cycle of shrimp production, including farming, processing, and global export.",https://www.skmic.sh.cn,Planet Tracker did not find sufficient species disclosure for the seafood portfolio of this company,,,,,2,3,3,0,2,0,,3,0,,"Durán, Ecuador; Global (Exports To 51 Countries, Including Eu, Usa, Canada, South America, Asia); Guayas Province (Chongón, Isla Puná, Isla Chupadores Grande, Puerto Inca Sectors), Ecuador",,
OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA SA,ID_172,Ecuador,Integrated,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Omarsa is an Ecuadorian company specializing in the integrated operations of shrimp aquaculture, encompassing hatching, farming, processing, and exporting.",http://www.omarsa.com.ec,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,2,3,3,0,2,2,0.7080317789478097,2,2,"Protrachypene Precipua, Shrimp","Ecuador; Ecuador (From Fao 87, Pacific Ocean)",,
ORCA BAY,ID_173,United States of America,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Orca Bay is a Seattle-based food processing company specializing in the distribution of crab, fish, value-added seafood, battered and breaded vegetables, and meat substitutes/vegan products throughout North America.",orcabayfoods.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,2,1,2,1,2,2,0.7474248096992767,5,26,"Alaskan Cod, Alaskan Halibut, Anoplopoma Fimbria, Chionoecetes Opilio, Cichlidae, Coryphaena Hippurus, Flounder, Gadus Chalcogrammus, Gadus Macrocephalus, Hippoglossus Stenolepis, King Crab, Mahi Mahi, Merluccius Productus, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Nerka, Perch, Platichthys Flesus, Salmon, Sebastes, Shell Fish, Snow Crab, Swordfish, Tilapia, Tuna","Alaska, Usa; China; Seattle; Seattle, Washington, Usa; Taiwan",,
OUG HOLDINGS INC,ID_174,Japan,Wholesale/Distribution,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"OUG Holdings Inc., based in Osaka, Japan, specializes in the wholesale and retail of fresh fish, frozen seafood, and processed food products.",http://www.oug.co.jp,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,2201.262891,50.40559876,0.937283349,12.71235572,2,1,2,1,1,1,1.0,1,2,"Seriola Quinqueradiata, Thunnus Thynnus",Japan (Oita Prefecture),246.3369118651458,5.743982494529541
PACIFIC SEAFOOD,ID_175,United States of America,Integrated,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Pacific Seafood is a US-based, vertically integrated company engaged in the fishing, aquaculture, processing, and distribution of seafood, alongside its operations in beef, pork, and poultry.",pacificseafood.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,2,2,3,2,2,2,0.813115628308791,40,40,"Alaska Pollock, Albacore Tuna, Atlantic Salmon, Catfish, Cichlidae, Clam, Coho Salmon, Flounder, Halibut, Keta Salmon, King Crab, King Salmon, Kumamoto Oyster, Lingcod, Mahi Mahi, Mussel, North Atlantic Lobster, Pacific Cod, Pacific Oyster, Pacific Rockfish, Pacific Whiting, Pink Salmon, Sablefish, Sardines, Scallop, Sea Bass, Shrimp, Snow Crab, Sockeye Salmon, Sole, Spiny Lobster, Squid, Steelhead, Swai, Swordfish, Tilapia, Wahoo, Yellowfin Tuna",Bay City; Boxley Springs; Brookings; Canada; Charleston; Coos Bay; Dallas; Eureka; Fresno; Galveston; Grays Harbor; Houston; Humboldt; Kodiak; Kona; Las Vegas; Los Angeles; Miami; Mukilteo; Nespelem; Newport; Nikiski; Phoenix; Portland; Quilcene; Sacramento; Salt Lake City; San Antonio; Seattle; Seward; Shelton; South Bend; Spokane; Tacoma; Ucluelet; Warrenton; Westport; Willapa; Woodland; Wrangell,,
PACIFICAL,ID_176,Netherlands,Wholesale/Distribution,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pacifical is focused on advancing the catch, processing, distribution, and promotion of MSC-certified sustainable free school skipjack and yellowfin tuna harvested from Exclusive Economic Zones of Pacific Island nations .",pacifical.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,2,3,3,2,2,3,1.0,11,5,"Bigeye Tuna, Katsuwonus Pelamis, Skipjack Tuna, Thunnus Albacares, Yellowfin Tuna",Federated States Of Micronesia; Kiribati; Marshall Islands; Melanesia; Micronesia; Nauru; Palau; Papua New Guinea; Solomon Islands; Tokelau; Tuvalu,,
PAN FISH (SHANGHAI) LTD,ID_177,China,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Pan Fish (Shanghai) Ltd. is a Chinese food company specializing in the production and sale of frozen seafood products, including shrimp, fish, squid, crab, and prepared frozen seafood dishes like dumplings and spring rolls.",http://www.panfish.com.cn,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,2,1,1,1,2,1,0.5146504747020059,2,18,"Anoplopoma Fimbria, Boston Lobster, Chionoecetes Opilio, Cod, Flounder, Golden Butterfly Shrimp, Hoplostethus Atlanticus, King Crab, Mussel, Oysters, Pandalus Nipponensis, Peony Shrimp, Plectropomus Leopardus, Salmo Salar, Salmon, Scallops, Snow Crab, Vannamei Shrimp",China; Foreign Seas,,
PAN GROUP JSC,ID_178,Viet Nam,Integrated,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"The Pan Group manufactures and sells a diverse range of products, including seed, packaged rice, frozen seafood, confectionary, fish sauces, and cashews.",http://thepangroup.vn,Planet Tracker found species disclosure for part of the seafood portfolio of this company,669.6341346,178.780983,7.180870273,11.46107304,1,2,3,1,1,1,0.6673430735221577,1,9,"Catfish, Clam, Meretrix Lyrata, Pangasius, Pangasius Hypophthalmus, Shellfish, Vietnamese Shrimp",Vietnam,285.01790878988606,-1.108706850214574
PARLEVLIET & VAN DER PLAS,ID_179,Netherlands,Fishing,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Parlevliet & Van der Plas is a seafood conglomerate operating fishing and processing units across multiple international locations, including the Netherlands, Germany, France, Lithuania, the Faroes, Suriname, British Guiana, and Morocco.",pp-group.nl,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,1,1,1,2,2,0.7440316591295023,47,75,"Alaska Pollack, Albacore, Albacore Tuna, Atlantic Cod, Atlantic Herring Clupea Harengus, Atlantic Horse Mackerel, Atlantic Mackerel, Bigeye Tuna, Blue Whiting, Brown Shrimp, Chilean Scallop, Chinese Crayfish, Chub Mackerel, Cichlidae, Clupea Harengus, Cod, Dab, Deep Water Shrimp, Fjord Trout, Flounder, Gadus Morhua, Greater Silversmelt, Greenland Cod, Greenland Halibut, Haddock, Hake, Jack Mackerel, John Dory, Karikadi Shrimp, Mackerel, Melanogrammus Aeglefinus, Mussel, North Sea Herring, Northern Shrimp, Norweglan Shrimp, Octopodidae, Octopus, Oregon Pink Shrimp, Oysters, Pacific Cod, Pacific Hake, Pangasius, Penaeid Shrimp, Plaice, Pollachius Virens, Poovalan Shrimp, Rainbow Trout, Redfish, Rock Sole, Saithe, Salmon, Sardinella, Scallops, Scombridae, Seabass, Seabob Shrimp, Shellfish, Silver Smelt, Skipjack Tuna, Squid, Tilapia, Trout, Tub Gurnard, Turbot, Whiting, Yellow Tail Flounder, Yellow Tall Flounder, Yellowfin Sole, Yellowfin Tuna",Atlantic Ocean; British Guiana; Canada; Chili; China; Czech Republic; Denmark; Ecuador; Eu; Faroes; Finland; France; Germany; Greece; Greenland; Guatemala; Guyana; Honduras; Iceland; India; Indian Ocean; Indonesia; Ireland; Italy; Ivory Coast; Japan; Lithuania; Madagascar; Mexico; Morocco; Namibia; Netherlands; Nicaragua; North Sea; Northeast Arctic; Norway; Norwegian Sea; Poland; South Africa; South America; Suriname; Turkey; United Kingdom; Us; Venezuela; Vietnam; West Of Scotland,,
BAKKAFROST P/F,ID_18,Faroe Islands,Integrated,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Bakkafrost is a Faroe Islands-based seafood company specializing in the farming, harvesting, processing, and distribution of seafood.",http://www.bakkafrost.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,1031.36151,2766.060727,18.99065538,6.026481333,3,3,3,2,2,3,0.896964547794393,8,5,"Atlantic Herring, Atlantic Mackerel, Atlantic Salmon, Blue Whiting, Salmon",Denmark; England; Faroe Islands; Greenland; Iceland; Norway; Scotland; Usa,3751.98218288896,1.5371048735563726
PESQUERA EXALMAR SA,ID_180,Peru,Integrated,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Pesquera Exalmar SA is a fishing company involved in the extraction, processing, and marketing of marine resources. It produces fish meal and fish oil for export, as well as frozen seafood and value-added products like seafood mixtures, giant squid burgers, nuggets, and sticks.",http://www.exalmar.com.pe,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,17.04917558,10.64247223,2,2,3,2,2,3,0.7917134898433903,2,8,"Anchoveta, Dosidicus Gigas, Engraulis Ringens, Mackerel, Scomber Japonicus, Squid, Trachurus Murphyi",Peru; Peru (Fao Area 87),,2.565238743316726
PHARMAQ LTD,ID_181,United Kingdom,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pharmaq, a subsidiary of Zoetis since 2015, is a pharmaceutical company that provides health products, therapeutics, and diagnostic services specifically for the fish farming industry.",http://pharmaq.no,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,2,3,0,0,0,0.8462738754221354,9,8,"Dicentrarchus Labrax, Oreochromis, Pangasius Hypophthalmus, Salmo Salar, Sparus Aurata",Canada; Chile; Colombia; Ireland; Mediterranean (Specifically Turkey And Spain); Norway; Sub-Saharan Africa; United Kingdom; Vietnam,,0.0
POLAR SEAFOOD,ID_182,Denmark,Integrated,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Polar Seafood is a leading seafood exporter in Scandinavia and the largest privately-owned company operating in Greenland.,http://www.polarseafood.dk,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,1,2,1,1,2,0.5671741575565656,5,24,"Alaska Salmon, Atlantic Salmon, Capelin, Finfish, Gadus, Greenland Halibut, Haddock, Herring, Japan Shrimp, King Crab, Mackerel, Mussel, Pandalus Borealis, Prawn, Redfish, Reinhardtius Hippoglossoides, Saithe, Scampi, Shellfish, Shrimp, Snow Crab, Trout, Tuna","Arctic Ocean (Off West Greenland); Denmark; Greenland; Greenland, Denmark, Norway; North Atlantic Ocean (Off Greenland And Canada)",,-0.0836573764781792
PP PRIME PUBLIC COMPANY LIMITED,ID_183,Thailand,Feed,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"PP Prime Public Company Limited is a Thailand-based, publicly traded company primarily focused on the production and distribution of aquatic animal feed and pet food. It also operates a power plant for electricity generation and distribution.",ppprime.co.th,Planet Tracker found species disclosure for part of the seafood portfolio of this company,20.55322369,,-17.86861012,-45.13130085,1,1,2,0,1,1,0.20741584638836058,1,9,"Catfish, Cichlidae, Frog, Gourami, Prawn, Shrimp, Snapper, Tilapia",Thailand,15.593143502358641,-1.4459580507325103
PRINCES,ID_184,United Kingdom,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Princes is a major UK-based food and drink group that processes a variety of seafood products, including tuna, mackerel, and salmon. The company distributes these products globally through retailers and direct retail channels, utilizing both its own brands and private labels.",https://www.princes.co.uk,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,2,3,3,2,2,3,0.5559093853812868,11,13,"Anchovy, Katsuwonus Pelamis, Kipper, Mackerel, Oncorhynchus Gorbuscha, Oncorhynchus Nerka, Salmon, Sardina Pilchardus, Sardines, Scombridae, Thunnus Albacares, Tuna",Alaska; Atlantic Ocean; Europe; Indian Ocean; Maldives; Mauritius; Morocco; New Zealand; North East Atlantic; Pacific Ocean; Senegal,,2.1166785491489173
PROGIFT,ID_185,China,Processing,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Progift is a China-based company and one of the world's largest suppliers of tilapia fingerlings, with an annual production capacity of 1 billion fingerlings (equivalent to 450,000 tonnes).",http://www.progift.net.cn,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,2,1,2,0,0,0,0.5399203644983211,2,7,"Cichlidae, Oreochromis, Oreochromis Aureus, Oreochromis Niloticus, Red Tilapia, Tilapia",China; China (Hainan And Guangdong Provinces),,
PROXIMAR SEAFOOD AS,ID_186,Norway,Aquaculture,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Proximar Seafood AS is a land-based aquaculture company specializing in Atlantic salmon farming. Its facility in Oyama has a production capacity of 5,300 tonnes of head-on-gutted salmon.",proximarseafood.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,0.326487043,29.06190678,,-35.76775388,3,3,3,0,2,3,1.0,4,2,"Atlantic Salmon, Salmo Salar","Iceland; Japan; Norway; Oyama, Japan",150.4454271466565,-21.053551447687216
PT ANEKA TUNA INDONESIA,ID_187,Indonesia,Processing,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"PT. Aneka Tuna Indonesia is an Indonesian company specializing in the production and global sale of canned tuna, distributing products domestically and internationally to markets including Japan, Europe, the Middle East, Australia, Canada, and Africa.",https://www.tunaindonesia.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,1,2,2,2,2,0.7808318000696437,3,10,"Albacore, Albacore Tuna, Bonito, Katsuwonus Pelamis, Skipjack, Skipjack Tuna, Thunnus Albacares, Tongol, Yellowfin, Yellowfin Tuna",Indian Ocean; Indonesia; Pacific Ocean,,
PT BALI MAYA PERMAI,ID_188,Indonesia,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"PT. Bali Maya Permai Food Canning Industry, established in 1978, is an Indonesian company specializing in the production of canned sardines, tuna, and mackerel.",http://bmpfood.co.id,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,2,2,1,1,1,0.818211769653798,3,6,"Katsuwonus Pelamis, Mackerel, Sardinella Longiceps, Sardines, Scomber Japonicus, Tuna",Indonesia; Indonesia (Bali Strait); United States,,
PT BUMI MENARA INTERNUSA (BMI),ID_189,Indonesia,Processing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PT. Bumi Menara Internusa, established in 1987 and operational since 1989, specializes in the processing and export of various commodities.",,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,2,3,1,2,2,0.6877779823031558,2,85,"Abalone, Albacore, Albacore Tuna, Anchovy, Baronang, Baronang Lada, Barracuda, Barramundi, Bawal Hitam, Bawal Putih, Belanak, Bivalve, Bonito, Cacalung Fish, Capelin, Carrageenan��, Cat Fish, Catfish, Cendro, Cephalopod, Cichlidae, Clam, Cobia, Crab, Crustacea, Cucumber, Cucut Gergaji, Cucut Mako, Demersal Fish, Duck Grouper Fish, Echinodermata, Escolar, Fish, Fish Roe, Frog, Goldfish, Gurame Fish, Hairtail Fish, Himego, Jellyfish, King Fish, Lencam Fish, Lobster, Mackerel, Mahi Mahi, Marlin, Milkfish, Mollusca, Mud Grouper Fish, Mussel, Nobashi, Octopodidae, Octopus, Oilfish, Parrot Fish, Patin, Pelagic Fish, Prawn, Red Mullet, Red Snapper, Sailfish, Salmon, Sand Goby, Scallop, Sea Dragon, Sea Urchin, Seaweed, Shark, Shell, Shellfish, Shrimp, Skipjack Tuna, Snail, Snapper, Squid, Squilla Mantis, Stingray, Swordfish, Thunnus Albacares, Tiger Grouper, Tilapia, Tuna, Wahoo, White Fish, White Pomfret Fish","Indonesia (Sourced From Pt Ketah Makmur In Situbondo, East Java); Indonesia (Western And Central Pacific Ocean)",,
BEAVER STREET FISHERIES,ID_19,United States of America,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Beaver Street Fisheries is a Jacksonville, Florida-based, vertically integrated company that imports, exports, manufactures, and distributes a diverse array of frozen seafood and meat products globally for wholesale, retail, institutional, and foodservice customers.",https://www.beaverstreetfisheries.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,5.579065,0.210249,3,2,3,2,2,3,0.6269158381194401,2,47,"Ahi Tuna, Alligator, Atlantic Salmon, Blue Runners, Calamari, Catfish, Chilean Atlantic Salmon, Chilean Sea Bass, Cichlidae, Clam, Cod, Conch, Corvina, Crabs, Crawfish, Flounder/Sole, Frog, Grouper, H&G Flounder, Haddock, Halibut, Hogfish, Keta Salmon, Langostino, Lobsters, Longostino, Mahii Mahi, Mussel, Octopodidae, Octopus, Orange Roughy, Oysters, Pacific Rockfish, Pangasius/Swai, Perch, Redfish, Salmon, Scallops, Shrimp, Snapper, Squid, Swordfish, Tilapia, Whiting, Yellowfin Tuna",Bahamas; Us,,0.4079216049608521
OYANG CORP,ID_190,Republic of Korea,Integrated,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Oyang Corp is a South Korean fishing company.,http://www.sajooy.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,293.9006788,13.17877282,4.964523751,5.614893121,2,1,2,1,1,2,0.16770768219434673,4,15,"Clupeidae, Gadidae, Gadus, Lutjanidae, Merlucciidae, Pleuronectidae, Scombridae, Shellfish","New Zealand; Pacific Ocean; Pacific Ocean, New Zealand Sea; South Korea",128.93229413404237,3.4511866843994157
PT INTI LAUTAN FAJAR ABADI TBK (ILFA),ID_191,Indonesia,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,PT. Inti Lautan Fajar Abadi Tbk (ILFA) is an Indonesia-based supplier of demersal and pelagic fish products.,https://intanseafood.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,2,2,2,1,1,1,0.5593554326186526,2,32,"Acanthocybium Solandri, Albacore, Albacore Tuna, Bigeye, Cobia, Croaker, Emperor, Epinephelus, Frying-Pan Snapper, Goldband Snapper, Grouper, Javelin Fish, Katsuwonus Pelamis, Lates Calcarifer, Lethrinus, Lutjanus, Mahi Mahi, Parrotfish, Pearl Perch, Pinjalo Snapper, Pristipomoides Multidens, Skipjack, Skipjack Tuna, Snapper, Sweetlip, Swordfish, Thunnus Albacares, Uroteuthis, Wahoo, Xiphias Gladius, Yellowfin, Yellowfin Tuna","Indonesia; United States, Australia, Vietnam, Canada, China, Eu",,
PT NUTRINDO FRESFOOD,ID_192,Indonesia,Processing,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"PT. Nutrindo Fresfood Internasional is an Indonesian tuna processing company, established in 2002 in Bitung, North Sulawesi, specializing in the production of various ultra-frozen tuna cuts such as saku, slice, kiriotoshi, block, steak, and kirimi.",nutrindo.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,2,3,2,2,3,1.0,2,3,"Skipjack Tuna, Thunnus Albacares, Yellowfin Tuna","Bitung, North Sulawesi, Indonesia; Indonesia Western And Central Pacific Ocean",,
PT SEKAR BUMI TBK,ID_193,Indonesia,Processing,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"PT Sekar Bumi, Tbk. is an Indonesia-based manufacturer of frozen food products, specializing in value-added frozen seafood (shrimp, fish, squid, and other marine products) and frozen processed foods. The company also produces and distributes meat (beef and chicken), vegetables, and cashew nuts.",sekarbumi.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,143.1287733,15.27324498,-3.033958432,-7.819107872,1,1,2,1,1,1,0.041536128851880266,4,4,"Shellfish, Shrimp, Squid","Indonesia; Sumbawa, Ntb, Indonesia; United States, Europe (United Kingdom, France, Netherlands, Belgium, Spain, Germany, Italy, Denmark, Norway), Asia & Oceania (Japan, China, South Korea, The Philippines, Hong Kong, Taiwan, Malaysia, Singapore, United Arab Emirates, Australia, New Zealand); United States, Europe, Asia & Oceania",70.36008618045965,-8.320559287693145
PT SINAR PURE FOODS INTERNATIONAL (SPFI),ID_194,Indonesia,Processing,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"PT. Sinar Pure Foods International (SPFI), based in Bitung, North Sulawesi, Indonesia, is a tuna cannery specializing in Skipjack, Yellowfin, and Bonito varieties.",http://ptsinarpurefoods.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,1,2,2,1,3,0.927105094982764,2,7,"Bonito, Katsuwonus Pelamis, Skipjack, Skipjack Tuna, Thunnus Albacares, Yellowfin, Yellowfin Tuna","Bitung, North Sulawesi, Indonesia.; Indonesia Western And Central Pacific Ocean.",,
QL RESOURCES,ID_195,Malaysia,Integrated,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"QL Resources is an integrated agro-based business group with diverse operations, including marine product manufacturing, consumer food production, integrated livestock farming, retail, and involvement in palm oil and environmental technology.",https://www.qlendau.com.my,Planet Tracker found species disclosure for part of the seafood portfolio of this company,1453.545457,1268.312254,10.76525929,15.64012691,2,2,2,1,2,1,0.7389855463275313,6,23,"Atlantic Salmon, Barramundi, Bigeye Scad, Black Pomfret, Bonito, Coho Salmon, Crawfish, Fish, Frigate, Hardtail Scad, Hybrid Grouper, Indian Mackerel, Pacific Mackerel, Pelagic Fish, Penaeidae, Prawn, Round Scad, Snubnose Pompano, Snubnose Dart, Threadfin, Tiger Prawn, Tonggol, Yellowtail Scad","Endau, Johor, Malaysia; Hutan Melintang, Perak, Malaysia; Kudat, Sabah, Malaysia; South China Sea; Surabaya, Indonesia; Tuaran, Sabah, Malaysia",3389.134626983719,0.919624014716036
